gene,entrez
BOD1L,259282
BOD1,91272
BOK,666
BOLA1,51027
BOLA2,552900
BOLA3,388962
BOLL,66037
BOP1,23246
BPESC1,60467
BPGM,669
BPHL,670
BPIL1,80341
BPIL2,254240
BPIL3,128859
BPI,671
BPNT1,10380
BPTF,2186
BPY2,9083
BRAF,673
BRAP,8315
BRCA1,672
BRCA2,675
BRCC3,79184
BRD1,23774
BRD2,6046
BRD3,8019
BRD4,23476
BRD7P3,23629
BRD7,29117
BRD8,10902
BRD9,65980
BRDT,676
BREA2,286076
BRE,9577
BRF1,2972
BRF2,55290
BRI3BP,140707
BRI3,25798
BRIP1,83990
BRIX1,55299
BRMS1L,84312
BRMS1,25855
BRP44L,51660
BRP44,25874
BRPF1,7862
BRPF3,27154
BRS3,680
BRSK1,84446
BRSK2,9024
BRWD1,54014
BRWD3,254065
BSCL2,26580
BSDC1,55108
BSG,682
BSND,7809
BSN,8927
BSPH1,100131137
BSPRY,54836
BST1,683
BST2,684
BSX,390259
BTAF1,9044
BTBD10,84280
BTBD11,121551
BTBD12,84464
BTBD16,118663
BTBD17,388419
BTBD18,643376
BTBD19,149478
BTBD1,53339
BTBD2,55643
BTBD3,22903
BTBD6,90135
BTBD7,55727
BTBD8,284697
BTBD9,114781
BTC,685
BTD,686
BTF3L1,690
BTF3L4,91408
BTF3,689
BTG1,694
BTG2,7832
BTG3,10950
BTG4,54766
BTK,695
BTLA,151888
BTN1A1,696
BTN2A1,11120
BTN2A2,10385
BTN2A3,54718
BTN3A1,11119
BTN3A2,11118
BTN3A3,10384
BTNL2,56244
BTNL3,10917
BTNL8,79908
BTNL9,153579
BTRC,8945
BUB1B,701
BUB1,699
BUB3,9184
BUD13,84811
BUD31,8896
BVES,11149
BYSL,705
BZRAP1,9256
BZW1,9689
BZW2,28969
C10orf105,414152
C10orf107,219621
C10orf108,414235
C10orf10,11067
C10orf110,55853
C10orf111,221060
C10orf113,387638
C10orf114,399726
C10orf116,10974
C10orf118,55088
C10orf119,79892
C10orf11,83938
C10orf120,399814
C10orf122,387718
C10orf125,282969
C10orf128,170371
C10orf129,142827
C10orf12,26148
C10orf131,100127889
C10orf137,26098
C10orf140,387640
C10orf18,54906
C10orf25,220979
C10orf26,54838
C10orf27,219793
C10orf28,27291
C10orf2,56652
C10orf32,119032
C10orf35,219738
C10orf40,283025
C10orf41,100131213
C10orf46,143384
C10orf47,254427
C10orf4,118924
C10orf50,645528
C10orf53,282966
C10orf54,64115
C10orf55,414236
C10orf57,80195
C10orf58,84293
C10orf62,414157
C10orf67,256815
C10orf68,79741
C10orf71,118461
C10orf72,196740
C10orf75,90271
C10orf76,79591
C10orf78,119392
C10orf79,80217
C10orf81,79949
C10orf82,143379
C10orf84,63877
C10orf88,80007
C10orf90,118611
C10orf91,170393
C10orf93,255352
C10orf95,79946
C10orf96,374355
C10orf99,387695
C11orf10,746
C11orf16,56673
C11orf17,56672
C11orf1,64776
C11orf20,25858
C11orf21,29125
C11orf24,53838
C11orf2,738
C11orf30,56946
C11orf31,280636
C11orf34,349633
C11orf35,256329
C11orf36,283303
C11orf40,143501
C11orf41,25758
C11orf42,160298
C11orf45,219833
C11orf46,120534
C11orf48,79081
C11orf49,79096
C11orf51,25906
C11orf52,91894
C11orf53,341032
C11orf54,28970
C11orf57,55216
C11orf58,10944
C11orf59,55004
C11orf61,79684
C11orf63,79864
C11orf64,283197
C11orf65,160140
C11orf66,220004
C11orf67,28971
C11orf68,83638
C11orf70,85016
C11orf71,54494
C11orf73,51501
C11orf74,119710
C11orf75,56935
C11orf80,79703
C11orf82,220042
C11orf83,790955
C11orf84,144097
C11orf85,283129
C11orf86,254439
C11orf87,399947
C11orf88,399949
C11orf90,387804
C11orf92,399948
C11orf93,120376
C11orf94,143678
C11orf95,65998
C11orf9,745
C12orf10,60314
C12orf11,55726
C12orf12,196477
C12orf23,90488
C12orf24,29902
C12orf26,84190
C12orf27,283460
C12orf29,91298
C12orf32,83695
C12orf34,84915
C12orf35,55196
C12orf36,283422
C12orf39,80763
C12orf40,283461
C12orf41,54934
C12orf42,374470
C12orf43,64897
C12orf44,60673
C12orf45,121053
C12orf47,51275
C12orf48,55010
C12orf49,79794
C12orf4,57102
C12orf50,160419
C12orf51,283450
C12orf52,84934
C12orf53,196500
C12orf54,121273
C12orf56,115749
C12orf57,113246
C12orf59,120939
C12orf5,57103
C12orf60,144608
C12orf61,283416
C12orf62,84987
C12orf63,374467
C12orf65,91574
C12orf66,144577
C12orf68,387856
C12orf69,440087
C12orf70,341346
C12orf71,728858
C12orf72,254013
C12orf73,728568
C12orf74,338809
C12orf75,387882
C12orf76,400073
C12orf77,196415
C13orf15,28984
C13orf16,121793
C13orf18,80183
C13orf1,57213
C13orf23,80209
C13orf26,122046
C13orf27,93081
C13orf28,122258
C13orf29,283487
C13orf30,144809
C13orf31,144811
C13orf33,84935
C13orf34,79866
C13orf35,400165
C13orf36,400120
C13orf37,440145
C13orf38,728591
C13orf39,196541
C14orf101,54916
C14orf102,55051
C14orf104,55172
C14orf105,55195
C14orf106,55320
C14orf109,26175
C14orf115,55237
C14orf118,55668
C14orf119,55017
C14orf126,112487
C14orf128,84837
C14orf129,51527
C14orf132,56967
C14orf135,64430
C14orf138,79609
C14orf139,79686
C14orf142,84520
C14orf143,90141
C14orf145,145508
C14orf147,171546
C14orf148,122945
C14orf149,112849
C14orf153,84334
C14orf156,81892
C14orf159,80017
C14orf162,56936
C14orf165,414767
C14orf166B,145497
C14orf166,51637
C14orf167,55449
C14orf169,79697
C14orf174,161394
C14orf176,643382
C14orf177,283598
C14orf178,283579
C14orf179,112752
C14orf180,400258
C14orf181,400223
C14orf182,283551
C14orf183,196913
C14orf184,650662
C14orf19,280655
C14orf1,11161
C14orf21,161424
C14orf23,387978
C14orf28,122525
C14orf2,9556
C14orf33,100129075
C14orf34,645687
C14orf37,145407
C14orf39,317761
C14orf43,91748
C14orf45,80127
C14orf48,256369
C14orf49,161176
C14orf4,64207
C14orf50,145376
C14orf53,440184
C14orf64,388011
C14orf68,283600
C14orf70,283601
C14orf72,145200
C14orf73,91828
C14orf79,122616
C14orf80,283643
C14orf86,283592
C14orf93,60686
C15orf17,57184
C15orf21,283651
C15orf23,90417
C15orf24,56851
C15orf26,161502
C15orf27,123591
C15orf28,80035
C15orf29,79768
C15orf2,23742
C15orf32,145858
C15orf33,196951
C15orf34,80072
C15orf37,283687
C15orf38,348110
C15orf39,56905
C15orf40,123207
C15orf41,84529
C15orf42,90381
C15orf43,145645
C15orf44,81556
C15orf48,84419
C15orf50,414926
C15orf51,196968
C15orf52,388115
C15orf53,400359
C15orf54,400360
C15orf55,256646
C15orf56,644809
C15orf57,90416
C15orf58,390637
C15orf59,388135
C15orf5,81698
C15orf60,283677
C15orf61,145853
C15orf62,643338
C15orf63,25764
C16orf11,146325
C16orf13,84326
C16orf3,750
C16orf42,115939
C16orf45,89927
C16orf46,123775
C16orf48,84080
C16orf52,730094
C16orf53,79447
C16orf54,283897
C16orf55,124045
C16orf57,79650
C16orf58,64755
C16orf59,80178
C16orf5,29965
C16orf61,56942
C16orf62,57020
C16orf63,123811
C16orf68,79091
C16orf70,80262
C16orf71,146562
C16orf72,29035
C16orf73,254528
C16orf74,404550
C16orf75,116028
C16orf78,123970
C16orf79,283870
C16orf7,9605
C16orf80,29105
C16orf81,283860
C16orf82,162083
C16orf86,388284
C16orf87,388272
C16orf88,400506
C16orf89,146556
C16orf90,646174
C16orf91,283951
C16orf92,146378
C16orf93,90835
C17orf100,388327
C17orf101,79701
C17orf102,400591
C17orf103,256302
C17orf104,284071
C17orf105,284067
C17orf106,100134934
C17orf107,100130311
C17orf108,201229
C17orf28,283987
C17orf37,84299
C17orf39,79018
C17orf42,79736
C17orf44,284029
C17orf46,124783
C17orf47,284083
C17orf48,56985
C17orf49,124944
C17orf50,146853
C17orf51,339263
C17orf53,78995
C17orf54,283982
C17orf55,284185
C17orf56,146705
C17orf57,124989
C17orf58,284018
C17orf59,54785
C17orf60,284021
C17orf61,254863
C17orf62,79415
C17orf63,55731
C17orf64,124773
C17orf65,339201
C17orf66,256957
C17orf67,339210
C17orf68,80169
C17orf69,147081
C17orf70,80233
C17orf71,55181
C17orf72,92340
C17orf73,55018
C17orf74,201243
C17orf75,64149
C17orf76,388341
C17orf77,146723
C17orf78,284099
C17orf79,55352
C17orf80,55028
C17orf81,23587
C17orf82,388407
C17orf85,55421
C17orf86,654434
C17orf87,388325
C17orf88,23591
C17orf89,284184
C17orf90,339229
C17orf91,84981
C17orf93,360205
C17orf95,124512
C17orf96,100170841
C17orf97,400566
C17orf98,388381
C17orf99,100141515
C18orf10,25941
C18orf16,147429
C18orf18,147525
C18orf19,125228
C18orf1,753
C18orf20,221241
C18orf21,83608
C18orf22,79863
C18orf25,147339
C18orf26,284254
C18orf2,56651
C18orf32,497661
C18orf34,374864
C18orf45,85019
C18orf54,162681
C18orf55,29090
C18orf56,494514
C18orf62,284274
C18orf8,29919
C19orf10,56005
C19orf12,83636
C19orf18,147685
C19orf20,91978
C19orf21,126353
C19orf22,91300
C19orf23,148046
C19orf24,55009
C19orf25,148223
C19orf26,255057
C19orf28,126321
C19orf29,58509
C19orf2,8725
C19orf30,284424
C19orf33,64073
C19orf34,255193
C19orf35,374872
C19orf36,113177
C19orf38,255809
C19orf39,126074
C19orf40,91442
C19orf41,126123
C19orf42,79086
C19orf43,79002
C19orf44,84167
C19orf45,374877
C19orf46,163183
C19orf47,126526
C19orf48,84798
C19orf50,79036
C19orf51,352909
C19orf52,90580
C19orf53,28974
C19orf54,284325
C19orf55,148137
C19orf56,51398
C19orf57,79173
C19orf59,199675
C19orf60,55049
C19orf61,56006
C19orf62,29086
C19orf63,284361
C19orf66,55337
C19orf69,100170765
C19orf6,91304
C19orf70,125988
C19orf71,100128569
C19orf73,55150
C19orf75,284369
C19orf76,199800
C19orf77,284422
C1D,10438
C1GALT1C1,29071
C1GALT1,56913
C1QA,712
C1QBP,708
C1QB,713
C1QC,714
C1QL1,10882
C1QL2,165257
C1QL3,389941
C1QL4,338761
C1QTNF1,114897
C1QTNF2,114898
C1QTNF3,114899
C1QTNF4,114900
C1QTNF6,114904
C1QTNF7,114905
C1QTNF8,390664
C1QTNF9B,387911
C1QTNF9,338872
C1RL,51279
C1R,715
C1S,716
C1orf100,200159
C1orf101,257044
C1orf103,55791
C1orf104,284618
C1orf105,92346
C1orf106,55765
C1orf107,27042
C1orf109,54955
C1orf110,339512
C1orf111,284680
C1orf112,55732
C1orf113,79729
C1orf114,57821
C1orf115,79762
C1orf116,79098
C1orf122,127687
C1orf123,54987
C1orf124,83932
C1orf125,126859
C1orf126,200197
C1orf127,148345
C1orf128,57095
C1orf129,80133
C1orf130,400746
C1orf131,128061
C1orf133,574036
C1orf135,79000
C1orf141,400757
C1orf144,26099
C1orf146,388649
C1orf14,81626
C1orf150,148823
C1orf151,440574
C1orf152,767846
C1orf156,92342
C1orf157,284573
C1orf158,93190
C1orf159,54991
C1orf161,126868
C1orf162,128346
C1orf163,65260
C1orf168,199920
C1orf170,84808
C1orf172,126695
C1orf173,127254
C1orf174,339448
C1orf175,374977
C1orf177,163747
C1orf180,439927
C1orf182,128229
C1orf183,55924
C1orf185,284546
C1orf186,440712
C1orf187,374946
C1orf189,388701
C1orf190,541468
C1orf192,257177
C1orf194,127003
C1orf198,84886
C1orf200,644997
C1orf201,90529
C1orf203,84852
C1orf204,284677
C1orf210,149466
C1orf212,113444
C1orf213,148898
C1orf216,127703
C1orf21,81563
C1orf220,400798
C1orf223,374973
C1orf226,400793
C1orf227,149643
C1orf228,339541
C1orf229,388759
C1orf230,284485
C1orf25,81627
C1orf26,54823
C1orf27,54953
C1orf31,388753
C1orf35,79169
C1orf38,9473
C1orf43,25912
C1orf49,84066
C1orf50,79078
C1orf51,148523
C1orf52,148423
C1orf53,388722
C1orf54,79630
C1orf55,163859
C1orf56,54964
C1orf57,84284
C1orf58,148362
C1orf59,113802
C1orf61,10485
C1orf63,57035
C1orf64,149563
C1orf65,164127
C1orf66,51093
C1orf68,100129271
C1orf69,200205
C1orf70,339453
C1orf74,148304
C1orf77,26097
C1orf83,127428
C1orf84,149469
C1orf85,112770
C1orf86,199990
C1orf87,127795
C1orf88,128344
C1orf89,79363
C1orf91,56063
C1orf92,149499
C1orf93,127281
C1orf94,84970
C1orf95,375057
C1orf96,126731
C1orf97,84791
C1orf9,51430
C20orf103,24141
C20orf106,200232
C20orf107,388799
C20orf108,116151
C20orf111,51526
C20orf112,140688
C20orf114,92747
C20orf117,140710
C20orf118,140711
C20orf11,54994
C20orf123,128506
C20orf12,55184
C20orf132,140699
C20orf134,170487
C20orf135,140701
C20orf141,128653
C20orf144,128864
C20orf151,140893
C20orf152,140894
C20orf160,140706
C20orf165,128497
C20orf166,128826
C20orf173,140873
C20orf177,63939
C20orf185,359710
C20orf186,149954
C20orf191,149934
C20orf194,25943
C20orf195,79025
C20orf196,149840
C20orf197,284756
C20orf199,441951
C20orf200,253868
C20orf201,198437
C20orf202,400831
C20orf203,284805
C20orf20,55257
C20orf24,55969
C20orf26,26074
C20orf27,54976
C20orf29,55317
C20orf30,29058
C20orf3,57136
C20orf43,51507
C20orf46,55321
C20orf4,25980
C20orf54,113278
C20orf56,140828
C20orf70,140683
C20orf71,128861
C20orf72,92667
C20orf79,140856
C20orf7,79133
C20orf85,128602
C20orf94,128710
C20orf96,140680
C21orf119,84996
C21orf121,150142
C21orf122,728039
C21orf125,284836
C21orf128,150147
C21orf129,150135
C21orf130,284835
C21orf131,387486
C21orf15,54094
C21orf29,54084
C21orf2,755
C21orf33,8209
C21orf34,388815
C21orf45,54069
C21orf49,54067
C21orf54,728409
C21orf56,84221
C21orf57,54059
C21orf58,54058
C21orf59,56683
C21orf62,56245
C21orf63,59271
C21orf67,84536
C21orf70,85395
C21orf71,282566
C21orf7,56911
C21orf81,391267
C21orf82,114036
C21orf84,114038
C21orf88,114041
C21orf90,114043
C21orf91,54149
C21orf94,246705
C21orf96,80215
C21orf99,149992
C22orf13,83606
C22orf15,150248
C22orf23,84645
C22orf24,25775
C22orf25,128989
C22orf26,55267
C22orf27,150291
C22orf28,51493
C22orf29,79680
C22orf30,253143
C22orf31,25770
C22orf32,91689
C22orf33,339669
C22orf34,348645
C22orf36,388886
C22orf39,128977
C22orf40,150383
C22orf41,644186
C22orf42,150297
C22orf43,51233
C22orf45,646023
C22orf46,79640
C22orf9,23313
C2CD2L,9854
C2CD2,25966
C2CD3,26005
C2CD4A,145741
C2CD4B,388125
C2CD4C,126567
C2CD4D,100191040
C2orf14,100132708
C2orf15,150590
C2orf16,84226
C2orf18,54978
C2orf24,27013
C2orf27A,29798
C2orf27B,408029
C2orf28,51374
C2orf29,55571
C2orf34,79823
C2orf39,92749
C2orf3,6936
C2orf40,84417
C2orf42,54980
C2orf43,60526
C2orf44,80304
C2orf47,79568
C2orf48,348738
C2orf49,79074
C2orf50,130813
C2orf51,200523
C2orf52,151477
C2orf53,339779
C2orf54,79919
C2orf55,343990
C2orf56,55471
C2orf57,165100
C2orf58,285154
C2orf60,129450
C2orf61,285051
C2orf62,375307
C2orf63,130162
C2orf64,493753
C2orf65,130951
C2orf66,401027
C2orf67,151050
C2orf68,388969
C2orf69,205327
C2orf70,339778
C2orf71,388939
C2orf72,257407
C2orf73,129852
C2orf74,339804
C2orf76,130355
C2orf77,129881
C2orf78,388960
C2orf79,391356
C2orf7,84279
C2orf80,389073
C2orf81,388963
C2orf82,389084
C2orf83,56918
C2orf84,653140
C2orf85,285093
C2orf86,51057
C2orf88,84281
C2orf89,129293
C2,717
C3AR1,719
C3P1,388503
C3orf10,55845
C3orf14,57415
C3orf15,89876
C3orf16,389161
C3orf17,25871
C3orf18,51161
C3orf19,51244
C3orf1,51300
C3orf20,84077
C3orf21,152002
C3orf22,152065
C3orf23,285343
C3orf24,115795
C3orf26,84319
C3orf27,23434
C3orf30,152405
C3orf31,132001
C3orf32,51066
C3orf33,285315
C3orf34,84984
C3orf35,339883
C3orf36,80111
C3orf37,56941
C3orf38,285237
C3orf39,84892
C3orf42,84657
C3orf43,255798
C3orf45,132228
C3orf47,339942
C3orf48,151649
C3orf49,132200
C3orf50,93556
C3orf51,711
C3orf52,79669
C3orf54,389119
C3orf55,152078
C3orf57,165679
C3orf58,205428
C3orf59,151963
C3orf62,375341
C3orf63,23272
C3orf64,285203
C3orf65,646600
C3orf66,677779
C3orf67,200844
C3orf70,285382
C3orf71,646450
C3orf72,401089
C3orf74,100128378
C3orf75,54859
C3orf77,375337
C3orf79,152118
C3,718
C4A,720
C4BPA,722
C4BPB,725
C4orf10,317648
C4orf11,439934
C4orf12,404201
C4orf14,84273
C4orf17,84103
C4orf19,55286
C4orf21,55345
C4orf22,255119
C4orf23,152992
C4orf26,152816
C4orf27,54969
C4orf29,80167
C4orf31,79625
C4orf32,132720
C4orf33,132321
C4orf34,201895
C4orf35,85438
C4orf36,132989
C4orf37,285555
C4orf38,152641
C4orf39,152756
C4orf3,401152
C4orf40,401137
C4orf41,60684
C4orf42,92070
C4orf43,55319
C4orf44,345222
C4orf45,152940
C4orf46,201725
C4orf47,441054
C4orf48,401115
C4orf49,84709
C4orf50,389197
C4orf51,646603
C4orf52,389203
C4orf6,10141
C4orf7,260436
C5AR1,728
C5orf13,9315
C5orf15,56951
C5orf20,140947
C5orf22,55322
C5orf23,79614
C5orf24,134553
C5orf25,375484
C5orf27,202299
C5orf28,64417
C5orf30,90355
C5orf32,84418
C5orf33,133686
C5orf34,375444
C5orf35,133383
C5orf36,285600
C5orf38,153571
C5orf39,389289
C5orf40,408263
C5orf41,153222
C5orf42,65250
C5orf43,643155
C5orf44,80006
C5orf45,51149
C5orf46,389336
C5orf47,133491
C5orf48,389320
C5orf49,134121
C5orf4,10826
C5orf51,285636
C5orf52,100190949
C5orf53,492311
C5orf54,63920
C5orf55,116349
C5orf56,441108
C5orf58,133874
C5orf60,285679
C5orf62,85027
C5,727
C6orf103,79747
C6orf105,84830
C6orf106,64771
C6orf108,10591
C6orf10,10665
C6orf114,85411
C6orf115,58527
C6orf118,168090
C6orf120,387263
C6orf122,401288
C6orf123,26238
C6orf124,653483
C6orf125,84300
C6orf126,389383
C6orf127,340204
C6orf129,154467
C6orf130,221443
C6orf132,647024
C6orf134,79969
C6orf136,221545
C6orf138,442213
C6orf141,135398
C6orf142,90523
C6orf145,221749
C6orf146,222826
C6orf147,387097
C6orf150,115004
C6orf153,88745
C6orf154,221424
C6orf155,79940
C6orf15,29113
C6orf162,57150
C6orf163,206412
C6orf164,63914
C6orf165,154313
C6orf167,253714
C6orf168,84553
C6orf170,221322
C6orf174,387104
C6orf176,90632
C6orf182,285753
C6orf186,728464
C6orf191,253582
C6orf192,116843
C6orf195,154386
C6orf1,221491
C6orf201,404220
C6orf203,51250
C6orf204,387119
C6orf208,80069
C6orf211,79624
C6orf217,100131814
C6orf218,221718
C6orf221,154288
C6orf222,389384
C6orf223,221416
C6orf225,619208
C6orf226,441150
C6orf227,401253
C6orf25,80739
C6orf26,401251
C6orf27,80737
C6orf35,729515
C6orf41,100133205
C6orf47,57827
C6orf48,50854
C6orf52,347744
C6orf57,135154
C6orf58,352999
C6orf59,79992
C6orf62,81688
C6orf64,55776
C6orf70,55780
C6orf72,116254
C6orf81,221481
C6orf89,221477
C6orf94,153918
C6orf97,80129
C6,729
C7orf10,79783
C7orf11,136647
C7orf13,129790
C7orf16,10842
C7orf23,79161
C7orf25,79020
C7orf26,79034
C7orf27,221927
C7orf28A,51622
C7orf28B,221960
C7orf29,113763
C7orf30,115416
C7orf31,136895
C7orf33,202865
C7orf34,135927
C7orf36,57002
C7orf40,285958
C7orf41,222166
C7orf42,55069
C7orf43,55262
C7orf44,55744
C7orf45,136263
C7orf46,340277
C7orf47,221908
C7orf49,78996
C7orf4,64433
C7orf50,84310
C7orf51,222950
C7orf52,375607
C7orf53,286006
C7orf54,27099
C7orf55,154791
C7orf57,136288
C7orf58,79974
C7orf59,389541
C7orf60,154743
C7orf61,402573
C7orf63,79846
C7orf64,84060
C7orf65,401335
C7orf66,154907
C7orf68,29923
C7orf69,80099
C7orf70,84792
C7orf71,285941
C7orf72,100130988
C7,730
C8A,731
C8B,732
C8G,733
C8ORFK29,340393
C8orf12,83656
C8orf22,492307
C8orf30A,51236
C8orf31,286122
C8orf33,65265
C8orf34,116328
C8orf37,157657
C8orf38,137682
C8orf39,55472
C8orf40,114926
C8orf41,80185
C8orf42,157695
C8orf44,56260
C8orf45,157777
C8orf46,254778
C8orf47,203111
C8orf48,157773
C8orf4,56892
C8orf51,78998
C8orf55,51337
C8orf56,157556
C8orf58,541565
C8orf59,401466
C8orf71,26138
C8orf73,642475
C8orf74,203076
C8orf75,619351
C8orf76,84933
C8orf77,286103
C8orf79,57604
C8orf80,389643
C8orf83,286144
C8orf84,157869
C8orf85,441376
C8orf86,389649
C9orf100,84904
C9orf102,375748
C9orf103,414328
C9orf106,414318
C9orf109,286333
C9orf110,100128385
C9orf114,51490
C9orf116,138162
C9orf117,286207
C9orf119,375757
C9orf11,54586
C9orf122,158228
C9orf123,90871
C9orf125,84302
C9orf128,392307
C9orf129,445577
C9orf130,100128782
C9orf131,138724
C9orf135,138255
C9orf139,401563
C9orf140,89958
C9orf142,286257
C9orf144B,259308
C9orf144,389715
C9orf150,286343
C9orf152,401546
C9orf153,389766
C9orf156,51531
C9orf163,158055
C9orf167,54863
C9orf169,375791
C9orf16,79095
C9orf170,401535
C9orf171,389799
C9orf172,389813
C9orf173,441476
C9orf21,195827
C9orf23,138716
C9orf24,84688
C9orf25,203259
C9orf27,58483
C9orf30,91283
C9orf37,85026
C9orf3,84909
C9orf40,55071
C9orf41,138199
C9orf43,257169
C9orf44,158314
C9orf45,81571
C9orf46,55848
C9orf47,286223
C9orf4,23732
C9orf50,375759
C9orf53,51198
C9orf57,138240
C9orf5,23731
C9orf64,84267
C9orf66,157983
C9orf68,55064
C9orf69,90120
C9orf6,54942
C9orf70,84850
C9orf71,169693
C9orf72,203228
C9orf78,51759
C9orf79,286234
C9orf7,11094
C9orf80,58493
C9orf82,79886
C9orf84,158401
C9orf85,138241
C9orf86,55684
C9orf89,84270
C9orf91,203197
C9orf93,203238
C9orf95,54981
C9orf96,169436
C9orf98,158067
C9orf9,11092
C9,735
CA10,56934
CA11,770
CA12,771
CA13,377677
CA14,23632
CA1,759
CA2,760
CA3,761
CA4,762
CA5A,763
CA5BP,340591
CA5B,11238
CA6,765
CA7,766
CA8,767
CA9,768
CAB39L,81617
CAB39,51719
CABC1,56997
CABIN1,23523
CABLES1,91768
CABLES2,81928
CABP1,9478
CABP2,51475
CABP4,57010
CABP5,56344
CABP7,164633
CABYR,26256
CACHD1,57685
CACNA1A,773
CACNA1B,774
CACNA1C,775
CACNA1D,776
CACNA1E,777
CACNA1F,778
CACNA1G,8913
CACNA1H,8912
CACNA1I,8911
CACNA1S,779
CACNA2D1,781
CACNA2D2,9254
CACNA2D3,55799
CACNA2D4,93589
CACNB1,782
CACNB2,783
CACNB3,784
CACNB4,785
CACNG1,786
CACNG2,10369
CACNG3,10368
CACNG4,27092
CACNG5,27091
CACNG6,59285
CACNG7,59284
CACNG8,59283
CACYBP,27101
CADM1,23705
CADM2,253559
CADM3,57863
CADM4,199731
CADPS2,93664
CADPS,8618
CAD,790
CAGE1,285782
CALB1,793
CALB2,794
CALCA,796
CALCB,797
CALCOCO1,57658
CALCOCO2,10241
CALCRL,10203
CALCR,799
CALD1,800
CALHM1,255022
CALHM2,51063
CALHM3,119395
CALM1,801
CALM2,805
CALM3,808
CALML3,810
CALML4,91860
CALML5,51806
CALML6,163688
CALN1,83698
CALR3,125972
CALR,811
CALU,813
CALY,50632
CAMK1D,57118
CAMK1G,57172
CAMK1,8536
CAMK2A,815
CAMK2B,816
CAMK2D,817
CAMK2G,818
CAMK2N1,55450
CAMK2N2,94032
CAMK4,814
CAMKK1,84254
CAMKK2,10645
CAMKV,79012
CAMLG,819
CAMP,820
CAMSAP1L1,23271
CAMSAP1,157922
CAMTA1,23261
CAMTA2,23125
CAND1,55832
CAND2,23066
CANT1,124583
CANX,821
CAP1,10487
CAP2,10486
CAPG,822
CAPN10,11132
CAPN11,11131
CAPN12,147968
CAPN13,92291
CAPN14,440854
CAPN1,823
CAPN2,824
CAPN3,825
CAPN5,726
CAPN6,827
CAPN7,23473
CAPN8,388743
CAPN9,10753
CAPNS1,826
CAPNS2,84290
CAPRIN1,4076
CAPRIN2,65981
CAPS2,84698
CAPSL,133690
CAPS,828
CAPZA1,829
CAPZA2,830
CAPZA3,93661
CAPZB,832
CARD10,29775
CARD11,84433
CARD14,79092
CARD16,114769
CARD17,440068
CARD18,59082
CARD6,84674
CARD8,22900
CARD9,64170
CARHSP1,23589
CARKD,55739
CARM1,10498
CARNS1,57571
CARS2,79587
CARS,833
CARTPT,9607
CASC1,55259
CASC2,255082
CASC3,22794
CASC4,113201
CASC5,57082
CASD1,64921
CASKIN1,57524
CASKIN2,57513
CASK,8573
CASP10,843
CASP12,120329
CASP14,23581
CASP1,834
CASP2,835
CASP3,836
CASP4,837
CASP5,838
CASP6,839
CASP7,840
CASP8AP2,9994
CASP8,841
CASP9,842
CASQ1,844
CASQ2,845
CASR,846
CASS4,57091
CAST,831
CASZ1,54897
CATSPER1,117144
CATSPER2P1,440278
CATSPER2,117155
CATSPER3,347732
CATSPER4,378807
CATSPERB,79820
CATSPERG,57828
CAT,847
CAV1,857
CAV2,858
CAV3,859
CBARA1,10367
CBFA2T2,9139
CBFA2T3,863
CBFB,865
CBLB,868
CBLC,23624
CBLL1,79872
CBLN1,869
CBLN2,147381
CBLN3,643866
CBLN4,140689
CBL,867
CBR1,873
CBR3,874
CBR4,84869
CBS,875
CBWD1,55871
CBWD2,150472
CBWD3,445571
CBWD5,220869
CBWD6,644019
CBX1,10951
CBX2,84733
CBX3,11335
CBX4,8535
CBX5,23468
CBX6,23466
CBX7,23492
CBX8,57332
CBY1,25776
CC2D1A,54862
CC2D1B,200014
CC2D2A,57545
CC2D2B,387707
CCAR1,55749
CCBE1,147372
CCBL1,883
CCBL2,56267
CCBP2,1238
CCDC101,112869
CCDC102A,92922
CCDC102B,79839
CCDC103,388389
CCDC104,112942
CCDC105,126402
CCDC106,29903
CCDC107,203260
CCDC108,255101
CCDC109A,90550
CCDC109B,55013
CCDC110,256309
CCDC111,201973
CCDC112,153733
CCDC113,29070
CCDC114,93233
CCDC115,84317
CCDC116,164592
CCDC117,150275
CCDC11,220136
CCDC120,90060
CCDC121,79635
CCDC122,160857
CCDC123,84902
CCDC124,115098
CCDC125,202243
CCDC126,90693
CCDC127,133957
CCDC129,223075
CCDC12,151903
CCDC130,81576
CCDC132,55610
CCDC134,79879
CCDC135,84229
CCDC136,64753
CCDC137,339230
CCDC138,165055
CCDC13,152206
CCDC140,151278
CCDC141,285025
CCDC142,84865
CCDC144A,9720
CCDC144B,284047
CCDC144C,348254
CCDC144NL,339184
CCDC146,57639
CCDC147,159686
CCDC148,130940
CCDC149,91050
CCDC14,64770
CCDC150,284992
CCDC151,115948
CCDC152,100129792
CCDC153,283152
CCDC154,645811
CCDC155,147872
CCDC157,550631
CCDC158,339965
CCDC159,126075
CCDC15,80071
CCDC160,347475
CCDC163P,126661
CCDC17,149483
CCDC18,343099
CCDC19,25790
CCDC21,64793
CCDC22,28952
CCDC23,374969
CCDC24,149473
CCDC25,55246
CCDC27,148870
CCDC28A,25901
CCDC28B,79140
CCDC30,728621
CCDC33,80125
CCDC34,91057
CCDC36,339834
CCDC37,348807
CCDC38,120935
CCDC39,339829
CCDC3,83643
CCDC40,55036
CCDC41,51134
CCDC42B,387885
CCDC42,146849
